accession,dataset,row_id:ID(Protein),:LABEL
Q8VFB0,UP000005640_9606,16319,Protein
Q8VFB1,UP000005640_9606,16320,Protein
Q8VFB9,UP000005640_9606,16321,Protein
Q8VFC1,UP000005640_9606,16322,Protein
Q8VFC2,UP000005640_9606,16323,Protein
Q8VFC3,UP000005640_9606,16324,Protein
Q8VFC4,UP000005640_9606,16325,Protein
Q8VFC8,UP000005640_9606,16326,Protein
Q8VFC9,UP000005640_9606,16327,Protein
Q8VFD0,UP000005640_9606,16328,Protein
Q8VFD1,UP000005640_9606,16329,Protein
Q8VFD2,UP000005640_9606,16330,Protein
Q8VFD3,UP000005640_9606,16331,Protein
Q8VFD7,UP000005640_9606,16332,Protein
Q8VFD8,UP000005640_9606,16333,Protein
Q8VFD9,UP000005640_9606,16334,Protein
Q8VFE1,UP000005640_9606,16335,Protein
Q8VFE2,UP000005640_9606,16336,Protein
Q8VFE3,UP000005640_9606,16337,Protein
Q8VFE4,UP000005640_9606,16338,Protein
Q8VFE6,UP000005640_9606,16339,Protein
Q8VFE8,UP000005640_9606,16340,Protein
Q8VFE9,UP000005640_9606,16341,Protein
Q8VFF1,UP000005640_9606,16342,Protein
Q8VFF2,UP000005640_9606,16343,Protein
Q8VFF4,UP000005640_9606,16344,Protein
Q8VFF6,UP000005640_9606,16345,Protein
Q8VFF7,UP000005640_9606,16346,Protein
Q8VFF8,UP000005640_9606,16347,Protein
Q8VFG1,UP000005640_9606,16348,Protein
Q8VFG2,UP000005640_9606,16349,Protein
Q8VFG3,UP000005640_9606,16350,Protein
Q8VFG4,UP000005640_9606,16351,Protein
Q8VFG7,UP000005640_9606,16352,Protein
Q8VFH0,UP000005640_9606,16353,Protein
Q8VFH3,UP000005640_9606,16354,Protein
Q8VFH6,UP000005640_9606,16355,Protein
Q8VFH7,UP000005640_9606,16356,Protein
Q8VFH8,UP000005640_9606,16357,Protein
Q8VFH9,UP000005640_9606,16358,Protein
Q8VFI0,UP000005640_9606,16359,Protein
Q8VFI1,UP000005640_9606,16360,Protein
Q8VFI2,UP000005640_9606,16361,Protein
Q8VFI3,UP000005640_9606,16362,Protein
Q8VFI4,UP000005640_9606,16363,Protein
Q8VFI7,UP000005640_9606,16364,Protein
Q8VFI8,UP000005640_9606,16365,Protein
Q8VFJ1,UP000005640_9606,16366,Protein
Q8VFJ3,UP000005640_9606,16367,Protein
Q8VFJ4,UP000005640_9606,16368,Protein
Q8VFJ5,UP000005640_9606,16369,Protein
Q8VFJ7,UP000005640_9606,16370,Protein
Q8VFK1,UP000005640_9606,16371,Protein
Q8VFK2,UP000005640_9606,16372,Protein
Q8VFK3,UP000005640_9606,16373,Protein
Q8VFK4,UP000005640_9606,16374,Protein
Q8VFK5,UP000005640_9606,16375,Protein
Q8VFK7,UP000005640_9606,16376,Protein
Q8VFL0,UP000005640_9606,16377,Protein
Q8VFL5,UP000005640_9606,16378,Protein
Q8VFL9,UP000005640_9606,16379,Protein
Q8VFM1,UP000005640_9606,16380,Protein
Q8VFM3,UP000005640_9606,16381,Protein
Q8VFM4,UP000005640_9606,16382,Protein
Q8VFM5,UP000005640_9606,16383,Protein
Q8VFM8,UP000005640_9606,16384,Protein
Q8VFM9,UP000005640_9606,16385,Protein
Q8VFN1,UP000005640_9606,16386,Protein
Q8VFN3,UP000005640_9606,16387,Protein
Q8VFN4,UP000005640_9606,16388,Protein
Q8VFN5,UP000005640_9606,16389,Protein
Q8VFN6,UP000005640_9606,16390,Protein
Q8VFN8,UP000005640_9606,16391,Protein
Q8VFP0,UP000005640_9606,16392,Protein
Q8VFP2,UP000005640_9606,16393,Protein
Q8VFP3,UP000005640_9606,16394,Protein
Q8VFP4,UP000005640_9606,16395,Protein
Q8VFP5,UP000005640_9606,16396,Protein
Q8VFP6,UP000005640_9606,16397,Protein
Q8VFP8,UP000005640_9606,16398,Protein
Q8VFP9,UP000005640_9606,16399,Protein
Q8VFQ1,UP000005640_9606,16400,Protein
Q8VFQ2,UP000005640_9606,16401,Protein
Q8VFQ3,UP000005640_9606,16402,Protein
Q8VFQ4,UP000005640_9606,16403,Protein
Q8VFQ5,UP000005640_9606,16404,Protein
Q8VFQ6,UP000005640_9606,16405,Protein
Q8VFQ7,UP000005640_9606,16406,Protein
Q8VFQ8,UP000005640_9606,16407,Protein
Q8VFQ9,UP000005640_9606,16408,Protein
Q8VFR3,UP000005640_9606,16409,Protein
Q8VFR4,UP000005640_9606,16410,Protein
Q8VFR8,UP000005640_9606,16411,Protein
Q8VFS3,UP000005640_9606,16412,Protein
Q8VFS5,UP000005640_9606,16413,Protein
Q8VFS6,UP000005640_9606,16414,Protein
Q8VFT2,UP000005640_9606,16415,Protein
Q8VFT4,UP000005640_9606,16416,Protein
Q8VFT5,UP000005640_9606,16417,Protein
Q8VFT6,UP000005640_9606,16418,Protein
Q8VFU1,UP000005640_9606,16419,Protein
Q8VFU2,UP000005640_9606,16420,Protein
Q8VFU4,UP000005640_9606,16421,Protein
Q8VFU5,UP000005640_9606,16422,Protein
Q8VFU6,UP000005640_9606,16423,Protein
Q8VFU7,UP000005640_9606,16424,Protein
Q8VFU9,UP000005640_9606,16425,Protein
Q8VFV0,UP000005640_9606,16426,Protein
Q8VFV1,UP000005640_9606,16427,Protein
Q8VFV2,UP000005640_9606,16428,Protein
Q8VFV3,UP000005640_9606,16429,Protein
Q8VFV4,UP000005640_9606,16430,Protein
Q8VFV8,UP000005640_9606,16431,Protein
Q8VFV9,UP000005640_9606,16432,Protein
Q8VFW1,UP000005640_9606,16433,Protein
Q8VFW2,UP000005640_9606,16434,Protein
Q8VFW3,UP000005640_9606,16435,Protein
Q8VFW4,UP000005640_9606,16436,Protein
Q8VFW5,UP000005640_9606,16437,Protein
Q8VFW8,UP000005640_9606,16438,Protein
Q8VFW9,UP000005640_9606,16439,Protein
Q8VFX0,UP000005640_9606,16440,Protein
Q8VFX1,UP000005640_9606,16441,Protein
Q8VFX2,UP000005640_9606,16442,Protein
Q8VFX3,UP000005640_9606,16443,Protein
Q8VFX4,UP000005640_9606,16444,Protein
Q8VFX5,UP000005640_9606,16445,Protein
Q8VFX6,UP000005640_9606,16446,Protein
Q8VFX7,UP000005640_9606,16447,Protein
Q8VFX8,UP000005640_9606,16448,Protein
Q8VFY0,UP000005640_9606,16449,Protein
Q8VFY3,UP000005640_9606,16450,Protein
Q8VFZ3,UP000005640_9606,16451,Protein
Q8VFZ4,UP000005640_9606,16452,Protein
Q8VFZ5,UP000005640_9606,16453,Protein
Q8VFZ6,UP000005640_9606,16454,Protein
Q8VFZ8,UP000005640_9606,16455,Protein
Q8VFZ9,UP000005640_9606,16456,Protein
Q8VG01,UP000005640_9606,16457,Protein
Q8VG02,UP000005640_9606,16458,Protein
Q8VG03,UP000005640_9606,16459,Protein
Q8VG04,UP000005640_9606,16460,Protein
Q8VG05,UP000005640_9606,16461,Protein
Q8VG06,UP000005640_9606,16462,Protein
Q8VG07,UP000005640_9606,16463,Protein
Q8VG08,UP000005640_9606,16464,Protein
Q8VG09,UP000005640_9606,16465,Protein
Q8VG11,UP000005640_9606,16466,Protein
Q8VG12,UP000005640_9606,16467,Protein
Q8VG13,UP000005640_9606,16468,Protein
Q8VG16,UP000005640_9606,16469,Protein
Q8VG18,UP000005640_9606,16470,Protein
Q8VG19,UP000005640_9606,16471,Protein
Q8VG21,UP000005640_9606,16472,Protein
Q8VG23,UP000005640_9606,16473,Protein
Q8VG25,UP000005640_9606,16474,Protein
Q8VG26,UP000005640_9606,16475,Protein
Q8VG27,UP000005640_9606,16476,Protein
Q8VG28,UP000005640_9606,16477,Protein
Q8VG32,UP000005640_9606,16478,Protein
Q8VG33,UP000005640_9606,16479,Protein
Q8VG37,UP000005640_9606,16480,Protein
Q8VG38,UP000005640_9606,16481,Protein
Q8VG40,UP000005640_9606,16482,Protein
Q8VG42,UP000005640_9606,16483,Protein
Q8VG43,UP000005640_9606,16484,Protein
Q8VG44,UP000005640_9606,16485,Protein
Q8VG45,UP000005640_9606,16486,Protein
Q8VG46,UP000005640_9606,16487,Protein
Q8VG47,UP000005640_9606,16488,Protein
Q8VG49,UP000005640_9606,16489,Protein
Q8VG50,UP000005640_9606,16490,Protein
Q8VG53,UP000005640_9606,16491,Protein
Q8VG58,UP000005640_9606,16492,Protein
Q8VG59,UP000005640_9606,16493,Protein
Q8VG62,UP000005640_9606,16494,Protein
Q8VG63,UP000005640_9606,16495,Protein
Q8VG64,UP000005640_9606,16496,Protein
Q8VG65,UP000005640_9606,16497,Protein
Q8VG66,UP000005640_9606,16498,Protein
Q8VG72,UP000005640_9606,16499,Protein
Q8VG73,UP000005640_9606,16500,Protein
Q8VG74,UP000005640_9606,16501,Protein
Q8VG76,UP000005640_9606,16502,Protein
Q8VG78,UP000005640_9606,16503,Protein
Q8VG79,UP000005640_9606,16504,Protein
Q8VG86,UP000005640_9606,16505,Protein
Q8VG87,UP000005640_9606,16506,Protein
Q8VG88,UP000005640_9606,16507,Protein
Q8VG89,UP000005640_9606,16508,Protein
Q8VG90,UP000005640_9606,16509,Protein
Q8VG91,UP000005640_9606,16510,Protein
Q8VG94,UP000005640_9606,16511,Protein
Q8VG95,UP000005640_9606,16512,Protein
Q8VG96,UP000005640_9606,16513,Protein
Q8VG97,UP000005640_9606,16514,Protein
Q8VGA0,UP000005640_9606,16515,Protein
Q8VGA1,UP000005640_9606,16516,Protein
Q8VGA6,UP000005640_9606,16517,Protein
Q8VGA9,UP000005640_9606,16518,Protein
Q8VGB1,UP000005640_9606,16519,Protein
Q8VGB3,UP000005640_9606,16520,Protein
Q8VGB4,UP000005640_9606,16521,Protein
Q8VGB8,UP000005640_9606,16522,Protein
Q8VGB9,UP000005640_9606,16523,Protein
Q8VGC1,UP000005640_9606,16524,Protein
Q8VGC2,UP000005640_9606,16525,Protein
Q8VGC4,UP000005640_9606,16526,Protein
Q8VGC5,UP000005640_9606,16527,Protein
Q8VGC6,UP000005640_9606,16528,Protein
Q8VGC7,UP000005640_9606,16529,Protein
Q8VGC8,UP000005640_9606,16530,Protein
Q8VGD6,UP000005640_9606,16531,Protein
Q8VGD7,UP000005640_9606,16532,Protein
Q8VGD8,UP000005640_9606,16533,Protein
Q8VGD9,UP000005640_9606,16534,Protein
Q8VGE1,UP000005640_9606,16535,Protein
Q8VGE3,UP000005640_9606,16536,Protein
Q8VGE5,UP000005640_9606,16537,Protein
Q8VGE6,UP000005640_9606,16538,Protein
Q8VGE7,UP000005640_9606,16539,Protein
Q8VGE8,UP000005640_9606,16540,Protein
Q8VGF0,UP000005640_9606,16541,Protein
Q8VGF5,UP000005640_9606,16542,Protein
Q8VGG1,UP000005640_9606,16543,Protein
Q8VGG4,UP000005640_9606,16544,Protein
Q8VGG6,UP000005640_9606,16545,Protein
Q8VGG8,UP000005640_9606,16546,Protein
Q8VGG9,UP000005640_9606,16547,Protein
Q8VGH0,UP000005640_9606,16548,Protein
Q8VGH1,UP000005640_9606,16549,Protein
Q8VGH2,UP000005640_9606,16550,Protein
Q8VGH3,UP000005640_9606,16551,Protein
Q8VGH5,UP000005640_9606,16552,Protein
Q8VGH6,UP000005640_9606,16553,Protein
Q8VGI1,UP000005640_9606,16554,Protein
Q8VGI2,UP000005640_9606,16555,Protein
Q8VGI4,UP000005640_9606,16556,Protein
Q8VGI5,UP000005640_9606,16557,Protein
Q8VGI6,UP000005640_9606,16558,Protein
Q8VGI7,UP000005640_9606,16559,Protein
Q8VGI8,UP000005640_9606,16560,Protein
Q8VGI9,UP000005640_9606,16561,Protein
Q8VGJ0,UP000005640_9606,16562,Protein
Q8VGJ1,UP000005640_9606,16563,Protein
Q8VGJ2,UP000005640_9606,16564,Protein
Q8VGJ4,UP000005640_9606,16565,Protein
Q8VGJ5,UP000005640_9606,16566,Protein
Q8VGJ6,UP000005640_9606,16567,Protein
Q8VGJ7,UP000005640_9606,16568,Protein
Q8VGJ8,UP000005640_9606,16569,Protein
Q8VGJ9,UP000005640_9606,16570,Protein
Q8VGK0,UP000005640_9606,16571,Protein
Q8VGK1,UP000005640_9606,16572,Protein
Q8VGK2,UP000005640_9606,16573,Protein
Q8VGK3,UP000005640_9606,16574,Protein
Q8VGK4,UP000005640_9606,16575,Protein
Q8VGK5,UP000005640_9606,16576,Protein
Q8VGK6,UP000005640_9606,16577,Protein
Q8VGK7,UP000005640_9606,16578,Protein
Q8VGK8,UP000005640_9606,16579,Protein
Q8VGK9,UP000005640_9606,16580,Protein
Q8VGL0,UP000005640_9606,16581,Protein
Q8VGL1,UP000005640_9606,16582,Protein
Q8VGL2,UP000005640_9606,16583,Protein
Q8VGL3,UP000005640_9606,16584,Protein
Q8VGL4,UP000005640_9606,16585,Protein
Q8VGL5,UP000005640_9606,16586,Protein
Q8VGL6,UP000005640_9606,16587,Protein
Q8VGL8,UP000005640_9606,16588,Protein
Q8VGL9,UP000005640_9606,16589,Protein
Q8VGM0,UP000005640_9606,16590,Protein
Q8VGM1,UP000005640_9606,16591,Protein
Q8VGM2,UP000005640_9606,16592,Protein
Q8VGM3,UP000005640_9606,16593,Protein
Q8VGM5,UP000005640_9606,16594,Protein
Q8VGM6,UP000005640_9606,16595,Protein
Q8VGM7,UP000005640_9606,16596,Protein
Q8VGM8,UP000005640_9606,16597,Protein
Q8VGM9,UP000005640_9606,16598,Protein
Q8VGN0,UP000005640_9606,16599,Protein
Q8VGN2,UP000005640_9606,16600,Protein
Q8VGN4,UP000005640_9606,16601,Protein
Q8VGN6,UP000005640_9606,16602,Protein
Q8VGN8,UP000005640_9606,16603,Protein
Q8VGN9,UP000005640_9606,16604,Protein
Q8VGP0,UP000005640_9606,16605,Protein
Q8VGP1,UP000005640_9606,16606,Protein
Q8VGP3,UP000005640_9606,16607,Protein
Q8VGP4,UP000005640_9606,16608,Protein
Q8VGP5,UP000005640_9606,16609,Protein
Q8VGP6,UP000005640_9606,16610,Protein
Q8VGP8,UP000005640_9606,16611,Protein
Q8VGP9,UP000005640_9606,16612,Protein
Q8VGQ3,UP000005640_9606,16613,Protein
Q8VGQ6,UP000005640_9606,16614,Protein
Q8VGQ7,UP000005640_9606,16615,Protein
Q8VGR3,UP000005640_9606,16616,Protein
Q8VGR5,UP000005640_9606,16617,Protein
Q8VGR6,UP000005640_9606,16618,Protein
Q8VGR8,UP000005640_9606,16619,Protein
Q8VGR9,UP000005640_9606,16620,Protein
Q8VGS0,UP000005640_9606,16621,Protein
Q8VGS1,UP000005640_9606,16622,Protein
Q8VGS3,UP000005640_9606,16623,Protein
Q8VGS7,UP000005640_9606,16624,Protein
Q8VGT1,UP000005640_9606,16625,Protein
Q8VGT2,UP000005640_9606,16626,Protein
Q8VGT3,UP000005640_9606,16627,Protein
Q8VGT4,UP000005640_9606,16628,Protein
Q8VGT7,UP000005640_9606,16629,Protein
Q8VGT9,UP000005640_9606,16630,Protein
Q8VGU2,UP000005640_9606,16631,Protein
Q8VGU3,UP000005640_9606,16632,Protein
Q8VGU4,UP000005640_9606,16633,Protein
Q8VGU5,UP000005640_9606,16634,Protein
Q8VGU6,UP000005640_9606,16635,Protein
Q8VGU7,UP000005640_9606,16636,Protein
Q8VGU8,UP000005640_9606,16637,Protein
Q8VGU9,UP000005640_9606,16638,Protein
Q8VGV0,UP000005640_9606,16639,Protein
Q8VGV5,UP000005640_9606,16640,Protein
Q8VGV6,UP000005640_9606,16641,Protein
Q8VGV7,UP000005640_9606,16642,Protein
Q8VGV8,UP000005640_9606,16643,Protein
Q8VGW0,UP000005640_9606,16644,Protein
Q8VGW1,UP000005640_9606,16645,Protein
Q8VGW2,UP000005640_9606,16646,Protein
Q8VGW3,UP000005640_9606,16647,Protein
Q8VGW5,UP000005640_9606,16648,Protein
Q8VGW6,UP000005640_9606,16649,Protein
Q8VGW8,UP000005640_9606,16650,Protein
Q8VGW9,UP000005640_9606,16651,Protein
Q8VGX0,UP000005640_9606,16652,Protein
Q8VGX1,UP000005640_9606,16653,Protein
Q8VGX2,UP000005640_9606,16654,Protein
Q8VGX3,UP000005640_9606,16655,Protein
Q8VGX5,UP000005640_9606,16656,Protein
Q8VGX6,UP000005640_9606,16657,Protein
Q8VGX7,UP000005640_9606,16658,Protein
Q8VGX9,UP000005640_9606,16659,Protein
Q8VGY1,UP000005640_9606,16660,Protein
Q8VGY4,UP000005640_9606,16661,Protein
Q8VGY7,UP000005640_9606,16662,Protein
Q8VGY8,UP000005640_9606,16663,Protein
Q8VGZ2,UP000005640_9606,16664,Protein
Q8VGZ3,UP000005640_9606,16665,Protein
Q8VGZ6,UP000005640_9606,16666,Protein
Q8VGZ7,UP000005640_9606,16667,Protein
Q8VGZ8,UP000005640_9606,16668,Protein
Q8VGZ9,UP000005640_9606,16669,Protein
Q8VH00,UP000005640_9606,16670,Protein
Q8VH08,UP000005640_9606,16671,Protein
Q8VH09,UP000005640_9606,16672,Protein
Q8VH10,UP000005640_9606,16673,Protein
Q8VH11,UP000005640_9606,16674,Protein
Q8VH12,UP000005640_9606,16675,Protein
Q8VH14,UP000005640_9606,16676,Protein
Q8VH16,UP000005640_9606,16677,Protein
Q8VH17,UP000005640_9606,16678,Protein
Q8VH18,UP000005640_9606,16679,Protein
Q8VH20,UP000005640_9606,16680,Protein
Q8VH21,UP000005640_9606,16681,Protein
Q8VH31,UP000005640_9606,16682,Protein
Q8VH37,UP000005640_9606,16683,Protein
Q8VH51,UP000005640_9606,16684,Protein
Q8VHA6,UP000005640_9606,16685,Protein
Q8VHB5,UP000005640_9606,16686,Protein
Q8VHC3,UP000005640_9606,16687,Protein
Q8VHC5,UP000005640_9606,16688,Protein
Q8VHD6,UP000005640_9606,16689,Protein
Q8VHD8,UP000005640_9606,16690,Protein
Q8VHE0,UP000005640_9606,16691,Protein
Q8VHE6,UP000005640_9606,16692,Protein
Q8VHF2,UP000005640_9606,16693,Protein
Q8VHG0,UP000005640_9606,16694,Protein
Q8VHG2,UP000005640_9606,16695,Protein
Q8VHG5,UP000005640_9606,16696,Protein
Q8VHH5,UP000005640_9606,16697,Protein
Q8VHH7,UP000005640_9606,16698,Protein
Q8VHH8,UP000005640_9606,16699,Protein
Q8VHI3,UP000005640_9606,16700,Protein
Q8VHI4,UP000005640_9606,16701,Protein
Q8VHI5,UP000005640_9606,16702,Protein
Q8VHI6,UP000005640_9606,16703,Protein
Q8VHI7,UP000005640_9606,16704,Protein
Q8VHJ5,UP000005640_9606,16705,Protein
Q8VHJ7,UP000005640_9606,16706,Protein
Q8VHK1,UP000005640_9606,16707,Protein
Q8VHK5,UP000005640_9606,16708,Protein
Q8VHK8,UP000005640_9606,16709,Protein
Q8VHK9,UP000005640_9606,16710,Protein
Q8VHL0,UP000005640_9606,16711,Protein
Q8VHL1,UP000005640_9606,16712,Protein
Q8VHL5,UP000005640_9606,16713,Protein
Q8VHM5,UP000005640_9606,16714,Protein
Q8VHN7,UP000005640_9606,16715,Protein
Q8VHN8,UP000005640_9606,16716,Protein
Q8VHP6,UP000005640_9606,16717,Protein
Q8VHP7,UP000005640_9606,16718,Protein
Q8VHP8,UP000005640_9606,16719,Protein
Q8VHP9,UP000005640_9606,16720,Protein
Q8VHQ1,UP000005640_9606,16721,Protein
Q8VHQ2,UP000005640_9606,16722,Protein
Q8VHQ3,UP000005640_9606,16723,Protein
Q8VHQ4,UP000005640_9606,16724,Protein
Q8VHQ9,UP000005640_9606,16725,Protein
Q8VHR0,UP000005640_9606,16726,Protein
Q8VHR5,UP000005640_9606,16727,Protein
Q8VHS2,UP000005640_9606,16728,Protein
Q8VHS5,UP000005640_9606,16729,Protein
Q8VHS6,UP000005640_9606,16730,Protein
Q8VHT7,UP000005640_9606,16731,Protein
Q8VHV1,UP000005640_9606,16732,Protein
Q8VHW2,UP000005640_9606,16733,Protein
Q8VHW3,UP000005640_9606,16734,Protein
Q8VHW4,UP000005640_9606,16735,Protein
Q8VHX2,UP000005640_9606,16736,Protein
Q8VHX6,UP000005640_9606,16737,Protein
Q8VHY0,UP000005640_9606,16738,Protein
Q8VHZ5,UP000005640_9606,16739,Protein
Q8VHZ7,UP000005640_9606,16740,Protein
Q8VI16,UP000005640_9606,16741,Protein
Q8VI21,UP000005640_9606,16742,Protein
Q8VI23,UP000005640_9606,16743,Protein
Q8VI24,UP000005640_9606,16744,Protein
Q8VI33,UP000005640_9606,16745,Protein
Q8VI36,UP000005640_9606,16746,Protein
Q8VI38,UP000005640_9606,16747,Protein
Q8VI40,UP000005640_9606,16748,Protein
Q8VI47,UP000005640_9606,16749,Protein
Q8VI51,UP000005640_9606,16750,Protein
Q8VI56,UP000005640_9606,16751,Protein
Q8VI59,UP000005640_9606,16752,Protein
Q8VI63,UP000005640_9606,16753,Protein
Q8VI64,UP000005640_9606,16754,Protein
Q8VI67,UP000005640_9606,16755,Protein
Q8VI75,UP000005640_9606,16756,Protein
Q8VI78,UP000005640_9606,16757,Protein
Q8VI84,UP000005640_9606,16758,Protein
Q8VI88,UP000005640_9606,16759,Protein
Q8VI93,UP000005640_9606,16760,Protein
Q8VI94,UP000005640_9606,16761,Protein
Q8VI95,UP000005640_9606,16762,Protein
Q8VI97,UP000005640_9606,16763,Protein
Q8VIB3,UP000005640_9606,16764,Protein
Q8VIB5,UP000005640_9606,16765,Protein
Q8VIB8,UP000005640_9606,16766,Protein
Q8VIC0,UP000005640_9606,16767,Protein
Q8VIC1,UP000005640_9606,16768,Protein
Q8VIC6,UP000005640_9606,16769,Protein
Q8VIC7,UP000005640_9606,16770,Protein
Q8VIC9,UP000005640_9606,16771,Protein
Q8VID5,UP000005640_9606,16772,Protein
Q8VIE6,UP000005640_9606,16773,Protein
Q8VIF2,UP000005640_9606,16774,Protein
Q8VIG0,UP000005640_9606,16775,Protein
Q8VIG1,UP000005640_9606,16776,Protein
Q8VIG3,UP000005640_9606,16777,Protein
Q8VIG6,UP000005640_9606,16778,Protein
Q8VIH1,UP000005640_9606,16779,Protein
Q8VIH7,UP000005640_9606,16780,Protein
Q8VIH9,UP000005640_9606,16781,Protein
Q8VII3,UP000005640_9606,16782,Protein
Q8VII8,UP000005640_9606,16783,Protein
Q8VIJ6,UP000005640_9606,16784,Protein
Q8VIJ8,UP000005640_9606,16785,Protein
Q8VIK1,UP000005640_9606,16786,Protein
Q8VIK2,UP000005640_9606,16787,Protein
Q8VIK3,UP000005640_9606,16788,Protein
Q8VIK5,UP000005640_9606,16789,Protein
Q8VIL2,UP000005640_9606,16790,Protein
Q8VIM0,UP000005640_9606,16791,Protein
Q8VIM4,UP000005640_9606,16792,Protein
Q8VIM5,UP000005640_9606,16793,Protein
Q8VIM6,UP000005640_9606,16794,Protein
Q8VIM9,UP000005640_9606,16795,Protein
Q8VIN1,UP000005640_9606,16796,Protein
Q8WTY4,UP000005640_9606,16797,Protein
Q8WUR0,UP000005640_9606,16798,Protein
Q91UZ1,UP000005640_9606,16799,Protein
Q91UZ4,UP000005640_9606,16800,Protein
Q91UZ5,UP000005640_9606,16801,Protein
Q91UZ8,UP000005640_9606,16802,Protein
Q91V01,UP000005640_9606,16803,Protein
Q91V04,UP000005640_9606,16804,Protein
Q91V05,UP000005640_9606,16805,Protein
Q91V08,UP000005640_9606,16806,Protein
Q91V09,UP000005640_9606,16807,Protein
Q91V10,UP000005640_9606,16808,Protein
Q91V12,UP000005640_9606,16809,Protein
Q91V13,UP000005640_9606,16810,Protein
Q91V14,UP000005640_9606,16811,Protein
Q91V16,UP000005640_9606,16812,Protein
Q91V17,UP000005640_9606,16813,Protein
Q91V24,UP000005640_9606,16814,Protein
Q91V27,UP000005640_9606,16815,Protein
Q91V36,UP000005640_9606,16816,Protein
Q91V37,UP000005640_9606,16817,Protein
Q91V41,UP000005640_9606,16818,Protein
Q91V45,UP000005640_9606,16819,Protein
Q91V48,UP000005640_9606,16820,Protein
Q91V51,UP000005640_9606,16821,Protein
Q91V57,UP000005640_9606,16822,Protein
Q91V61,UP000005640_9606,16823,Protein
Q91V64,UP000005640_9606,16824,Protein
Q91V70,UP000005640_9606,16825,Protein
Q91V76,UP000005640_9606,16826,Protein
Q91V79,UP000005640_9606,16827,Protein
Q91V80,UP000005640_9606,16828,Protein
Q91V81,UP000005640_9606,16829,Protein
Q91V82,UP000005640_9606,16830,Protein
Q91V83,UP000005640_9606,16831,Protein
Q91V87,UP000005640_9606,16832,Protein
Q91V88,UP000005640_9606,16833,Protein
Q91V92,UP000005640_9606,16834,Protein
Q91V93,UP000005640_9606,16835,Protein
Q91V95,UP000005640_9606,16836,Protein
Q91V98,UP000005640_9606,16837,Protein
Q91VA0,UP000005640_9606,16838,Protein
Q91VA1,UP000005640_9606,16839,Protein
Q91VA3,UP000005640_9606,16840,Protein
Q91VA6,UP000005640_9606,16841,Protein
Q91VA7,UP000005640_9606,16842,Protein
Q91VB1,UP000005640_9606,16843,Protein
Q91VB2,UP000005640_9606,16844,Protein
Q91VB4,UP000005640_9606,16845,Protein
Q91VC3,UP000005640_9606,16846,Protein
Q91VC4,UP000005640_9606,16847,Protein
Q91VC7,UP000005640_9606,16848,Protein
Q91VC9,UP000005640_9606,16849,Protein
Q91VD1,UP000005640_9606,16850,Protein
Q91VD6,UP000005640_9606,16851,Protein
Q91VD8,UP000005640_9606,16852,Protein
Q91VD9,UP000005640_9606,16853,Protein
Q91VE0,UP000005640_9606,16854,Protein
Q91VE2,UP000005640_9606,16855,Protein
Q91VE3,UP000005640_9606,16856,Protein
Q91VE5,UP000005640_9606,16857,Protein
Q91VE6,UP000005640_9606,16858,Protein
Q91VF2,UP000005640_9606,16859,Protein
Q91VF5,UP000005640_9606,16860,Protein
Q91VF6,UP000005640_9606,16861,Protein
Q91VH1,UP000005640_9606,16862,Protein
Q91VH2,UP000005640_9606,16863,Protein
Q91VH6,UP000005640_9606,16864,Protein
Q91VI7,UP000005640_9606,16865,Protein
Q91VJ1,UP000005640_9606,16866,Protein
Q91VJ2,UP000005640_9606,16867,Protein
Q91VJ4,UP000005640_9606,16868,Protein
Q91VJ5,UP000005640_9606,16869,Protein
Q91VK1,UP000005640_9606,16870,Protein
Q91VK4,UP000005640_9606,16871,Protein
Q91VL8,UP000005640_9606,16872,Protein
Q91VL9,UP000005640_9606,16873,Protein
Q91VM3,UP000005640_9606,16874,Protein
Q91VM4,UP000005640_9606,16875,Protein
Q91VM5,UP000005640_9606,16876,Protein
Q91VM8,UP000005640_9606,16877,Protein
Q91VM9,UP000005640_9606,16878,Protein
Q91VN0,UP000005640_9606,16879,Protein
Q91VN1,UP000005640_9606,16880,Protein
Q91VN2,UP000005640_9606,16881,Protein
Q91VN4,UP000005640_9606,16882,Protein
Q91VN6,UP000005640_9606,16883,Protein
Q91VP7,UP000005640_9606,16884,Protein
Q91VR2,UP000005640_9606,16885,Protein
Q91VR5,UP000005640_9606,16886,Protein
Q91VR7,UP000005640_9606,16887,Protein
Q91VR8,UP000005640_9606,16888,Protein
Q91VS7,UP000005640_9606,16889,Protein
Q91VS8,UP000005640_9606,16890,Protein
Q91VT1,UP000005640_9606,16891,Protein
Q91VT4,UP000005640_9606,16892,Protein
Q91VT8,UP000005640_9606,16893,Protein
Q91VU0,UP000005640_9606,16894,Protein
Q91VU1,UP000005640_9606,16895,Protein
Q91VU6,UP000005640_9606,16896,Protein
Q91VU7,UP000005640_9606,16897,Protein
Q91VU8,UP000005640_9606,16898,Protein
Q91VV4,UP000005640_9606,16899,Protein
Q91VW3,UP000005640_9606,16900,Protein
Q91VW5,UP000005640_9606,16901,Protein
Q91VW9,UP000005640_9606,16902,Protein
Q91VX2,UP000005640_9606,16903,Protein
Q91VX5,UP000005640_9606,16904,Protein
Q91VX9,UP000005640_9606,16905,Protein
Q91VY5,UP000005640_9606,16906,Protein
Q91VY6,UP000005640_9606,16907,Protein
Q91VY9,UP000005640_9606,16908,Protein
